"SpecCode","Species","Genus","Subfamily","Family","Order","Class","SuperClass"
"4742","Acanthurus pyroferus","Acanthurus","Acanthurinae","Acanthuridae","Acanthuriformes","Actinopteri","Osteichthyes"
"3905","Acanthurus randalli","Acanthurus","Acanthurinae","Acanthuridae","Acanthuriformes","Actinopteri","Osteichthyes"
"58792","Acanthurus reversus","Acanthurus","Acanthurinae","Acanthuridae","Acanthuriformes","Actinopteri","Osteichthyes"
"4740","Acanthurus sohal","Acanthurus","Acanthurinae","Acanthuridae","Acanthuriformes","Actinopteri","Osteichthyes"
"1259","Acanthurus tennentii","Acanthurus","Acanthurinae","Acanthuridae","Acanthuriformes","Actinopteri","Osteichthyes"
"4734","Acanthurus thompsoni","Acanthurus","Acanthurinae","Acanthuridae","Acanthuriformes","Actinopteri","Osteichthyes"
"942","Acanthurus tractus","Acanthurus","Acanthurinae","Acanthuridae","Acanthuriformes","Actinopteri","Osteichthyes"
"1260","Acanthurus triostegus","Acanthurus","Acanthurinae","Acanthuridae","Acanthuriformes","Actinopteri","Osteichthyes"
"12782","Acanthurus tristis","Acanthurus","Acanthurinae","Acanthuridae","Acanthuriformes","Actinopteri","Osteichthyes"
"1261","Acanthurus xanthopterus","Acanthurus","Acanthurinae","Acanthuridae","Acanthuriformes","Actinopteri","Osteichthyes"
"23015","Acantopsis dialuzona","Acantopsis",NA,"Cobitidae","Cypriniformes","Actinopteri","Osteichthyes"
"68515","Acantopsis dinema","Acantopsis",NA,"Cobitidae","Cypriniformes","Actinopteri","Osteichthyes"
"68516","Acantopsis ioa","Acantopsis",NA,"Cobitidae","Cypriniformes","Actinopteri","Osteichthyes"
"62902","Acantopsis multistigmatus","Acantopsis",NA,"Cobitidae","Cypriniformes","Actinopteri","Osteichthyes"
"23017","Acantopsis octoactinotos","Acantopsis",NA,"Cobitidae","Cypriniformes","Actinopteri","Osteichthyes"
"68514","Acantopsis rungthipae","Acantopsis",NA,"Cobitidae","Cypriniformes","Actinopteri","Osteichthyes"
"66460","Acantopsis spectabilis","Acantopsis",NA,"Cobitidae","Cypriniformes","Actinopteri","Osteichthyes"
"60780","Acantopsis thiemmedhi","Acantopsis",NA,"Cobitidae","Cypriniformes","Actinopteri","Osteichthyes"
"11272","Acapoeta tanganicae","Acapoeta","Torinae","Cyprinidae","Cypriniformes","Actinopteri","Osteichthyes"
"12258","Acarichthys heckelii","Acarichthys","Geophaginae","Cichlidae","Cichliformes","Actinopteri","Osteichthyes"
"59465","Acarobythites larsonae","Acarobythites",NA,"Bythitidae","Ophidiiformes","Actinopteri","Osteichthyes"
"12260","Acaronia nassa","Acaronia","Cichlasomatinae","Cichlidae","Cichliformes","Actinopteri","Osteichthyes"
"46568","Acaronia vultuosa","Acaronia","Cichlasomatinae","Cichlidae","Cichliformes","Actinopteri","Osteichthyes"
"17032","Acentrogobius audax","Acentrogobius","Gobiinae","Gobiidae","Gobiiformes","Actinopteri","Osteichthyes"
"4894","Acentrogobius caninus","Acentrogobius","Gobiinae","Gobiidae","Gobiiformes","Actinopteri","Osteichthyes"
"66879","Acentrogobius cenderawasih","Acentrogobius","Gobiinae","Gobiidae","Gobiiformes","Actinopteri","Osteichthyes"
"54133","Acentrogobius chlorostigmatoides","Acentrogobius","Gobiinae","Gobiidae","Gobiiformes","Actinopteri","Osteichthyes"
"25062","Acentrogobius cyanomos","Acentrogobius","Gobiinae","Gobiidae","Gobiiformes","Actinopteri","Osteichthyes"
"46432","Acentrogobius dayi","Acentrogobius","Gobiinae","Gobiidae","Gobiiformes","Actinopteri","Osteichthyes"
"56720","Acentrogobius ennorensis","Acentrogobius","Gobiinae","Gobiidae","Gobiiformes","Actinopteri","Osteichthyes"
"25229","Acentrogobius griseus","Acentrogobius","Gobiinae","Gobiidae","Gobiiformes","Actinopteri","Osteichthyes"
"23581","Acentrogobius janthinopterus","Acentrogobius","Gobiinae","Gobiidae","Gobiiformes","Actinopteri","Osteichthyes"
"68732","Acentrogobius limarius","Acentrogobius","Gobiinae","Gobiidae","Gobiiformes","Actinopteri","Osteichthyes"
"25232","Acentrogobius masoni","Acentrogobius","Gobiinae","Gobiidae","Gobiiformes","Actinopteri","Osteichthyes"
"23582","Acentrogobius moloanus","Acentrogobius","Gobiinae","Gobiidae","Gobiiformes","Actinopteri","Osteichthyes"
"23583","Acentrogobius multifasciatus","Acentrogobius","Gobiinae","Gobiidae","Gobiiformes","Actinopteri","Osteichthyes"
"7228","Acentrogobius nebulosus","Acentrogobius","Gobiinae","Gobiidae","Gobiiformes","Actinopteri","Osteichthyes"
"60013","Acentrogobius pellidebilis","Acentrogobius","Gobiinae","Gobiidae","Gobiiformes","Actinopteri","Osteichthyes"
"23585","Acentrogobius pflaumii","Acentrogobius","Gobiinae","Gobiidae","Gobiiformes","Actinopteri","Osteichthyes"
"9921","Acentrogobius simplex","Acentrogobius","Gobiinae","Gobiidae","Gobiiformes","Actinopteri","Osteichthyes"
"23587","Acentrogobius suluensis","Acentrogobius","Gobiinae","Gobiidae","Gobiiformes","Actinopteri","Osteichthyes"
"9922","Acentrogobius therezieni","Acentrogobius","Gobiinae","Gobiidae","Gobiiformes","Actinopteri","Osteichthyes"
"68735","Acentrogobius vanderloosi","Acentrogobius","Gobiinae","Gobiidae","Gobiiformes","Actinopteri","Osteichthyes"
"23590","Acentrogobius viganensis","Acentrogobius","Gobiinae","Gobiidae","Gobiiformes","Actinopteri","Osteichthyes"
"68736","Acentrogobius violarisi","Acentrogobius","Gobiinae","Gobiidae","Gobiiformes","Actinopteri","Osteichthyes"
"15776","Acentrogobius viridipunctatus","Acentrogobius","Gobiinae","Gobiidae","Gobiiformes","Actinopteri","Osteichthyes"
"47798","Acentronichthys leptos","Acentronichthys",NA,"Heptapteridae","Siluriformes","Actinopteri","Osteichthyes"
"66887","Acentronura breviperula","Acentronura","Syngnathinae","Syngnathidae","Syngnathiformes","Actinopteri","Osteichthyes"
"7994","Acentronura gracilissima","Acentronura","Syngnathinae","Syngnathidae","Syngnathiformes","Actinopteri","Osteichthyes"
"16862","Acentronura tentaculata","Acentronura","Syngnathinae","Syngnathidae","Syngnathiformes","Actinopteri","Osteichthyes"
"62231","Acentrophryne dolichonema","Acentrophryne",NA,"Linophrynidae","Lophiiformes","Actinopteri","Osteichthyes"
"59196","Acentrophryne longidens","Acentrophryne",NA,"Linophrynidae","Lophiiformes","Actinopteri","Osteichthyes"
"62136","Acestridium colombiense","Acestridium","Hypoptopomatinae","Loricariidae","Siluriformes","Actinopteri","Osteichthyes"
"57630","Acestridium dichromum","Acestridium","Hypoptopomatinae","Loricariidae","Siluriformes","Actinopteri","Osteichthyes"
"50557","Acestridium discus","Acestridium","Hypoptopomatinae","Loricariidae","Siluriformes","Actinopteri","Osteichthyes"
"65095","Acestridium gymnogaster","Acestridium","Hypoptopomatinae","Loricariidae","Siluriformes","Actinopteri","Osteichthyes"
"57632","Acestridium martini","Acestridium","Hypoptopomatinae","Loricariidae","Siluriformes","Actinopteri","Osteichthyes"
"65096","Acestridium scutatum","Acestridium","Hypoptopomatinae","Loricariidae","Siluriformes","Actinopteri","Osteichthyes"
"64041","Acestridium triplax","Acestridium","Hypoptopomatinae","Loricariidae","Siluriformes","Actinopteri","Osteichthyes"
"63992","Acestrocephalus acutus","Acestrocephalus","Characinae","Characidae","Characiformes","Actinopteri","Osteichthyes"
"52917","Acestrocephalus anomalus","Acestrocephalus","Characinae","Characidae","Characiformes","Actinopteri","Osteichthyes"
"51805","Acestrocephalus boehlkei","Acestrocephalus","Characinae","Characidae","Characiformes","Actinopteri","Osteichthyes"
"63986","Acestrocephalus maculosus","Acestrocephalus","Characinae","Characidae","Characiformes","Actinopteri","Osteichthyes"
"63990","Acestrocephalus nigrifasciatus","Acestrocephalus","Characinae","Characidae","Characiformes","Actinopteri","Osteichthyes"
"63995","Acestrocephalus pallidus","Acestrocephalus","Characinae","Characidae","Characiformes","Actinopteri","Osteichthyes"
"53309","Acestrocephalus sardina","Acestrocephalus","Characinae","Characidae","Characiformes","Actinopteri","Osteichthyes"
"63988","Acestrocephalus stigmatus","Acestrocephalus","Characinae","Characidae","Characiformes","Actinopteri","Osteichthyes"
"52919","Acestrorhynchus abbreviatus","Acestrorhynchus","Acestrorhynchinae","Acestrorhynchidae","Characiformes","Actinopteri","Osteichthyes"
"51076","Acestrorhynchus altus","Acestrorhynchus","Acestrorhynchinae","Acestrorhynchidae","Characiformes","Actinopteri","Osteichthyes"
"52499","Acestrorhynchus britskii","Acestrorhynchus","Acestrorhynchinae","Acestrorhynchidae","Characiformes","Actinopteri","Osteichthyes"
"23498","Acestrorhynchus falcatus","Acestrorhynchus","Acestrorhynchinae","Acestrorhynchidae","Characiformes","Actinopteri","Osteichthyes"
"13123","Acestrorhynchus falcirostris","Acestrorhynchus","Acestrorhynchinae","Acestrorhynchidae","Characiformes","Actinopteri","Osteichthyes"
"51808","Acestrorhynchus grandoculis","Acestrorhynchus","Acestrorhynchinae","Acestrorhynchidae","Characiformes","Actinopteri","Osteichthyes"
"27261","Acestrorhynchus heterolepis","Acestrorhynchus","Acestrorhynchinae","Acestrorhynchidae","Characiformes","Actinopteri","Osteichthyes"
"52522","Acestrorhynchus isalineae","Acestrorhynchus","Acestrorhynchinae","Acestrorhynchidae","Characiformes","Actinopteri","Osteichthyes"
"51077","Acestrorhynchus lacustris","Acestrorhynchus","Acestrorhynchinae","Acestrorhynchidae","Characiformes","Actinopteri","Osteichthyes"
"52523","Acestrorhynchus maculipinna","Acestrorhynchus","Acestrorhynchinae","Acestrorhynchidae","Characiformes","Actinopteri","Osteichthyes"
"12336","Acestrorhynchus microlepis","Acestrorhynchus","Acestrorhynchinae","Acestrorhynchidae","Characiformes","Actinopteri","Osteichthyes"
"51809","Acestrorhynchus minimus","Acestrorhynchus","Acestrorhynchinae","Acestrorhynchidae","Characiformes","Actinopteri","Osteichthyes"
"51815","Acestrorhynchus nasutus","Acestrorhynchus","Acestrorhynchinae","Acestrorhynchidae","Characiformes","Actinopteri","Osteichthyes"
"52503","Acestrorhynchus pantaneiro","Acestrorhynchus","Acestrorhynchinae","Acestrorhynchidae","Characiformes","Actinopteri","Osteichthyes"
"11926","Acheilognathus asmussii","Acheilognathus",NA,"Acheilognathidae","Cypriniformes","Actinopteri","Osteichthyes"
"54928","Acheilognathus barbatulus","Acheilognathus",NA,"Acheilognathidae","Cypriniformes","Actinopteri","Osteichthyes"
"55891","Acheilognathus barbatus","Acheilognathus",NA,"Acheilognathidae","Cypriniformes","Actinopteri","Osteichthyes"
"61861","Acheilognathus binidentatus","Acheilognathus",NA,"Acheilognathidae","Cypriniformes","Actinopteri","Osteichthyes"
"60403","Acheilognathus brevicaudatus","Acheilognathus",NA,"Acheilognathidae","Cypriniformes","Actinopteri","Osteichthyes"
"65965","Acheilognathus changtingensis","Acheilognathus",NA,"Acheilognathidae","Cypriniformes","Actinopteri","Osteichthyes"
"66150","Acheilognathus coreanus","Acheilognathus",NA,"Acheilognathidae","Cypriniformes","Actinopteri","Osteichthyes"
"11928","Acheilognathus cyanostigma","Acheilognathus",NA,"Acheilognathidae","Cypriniformes","Actinopteri","Osteichthyes"
"48458","Acheilognathus deignani","Acheilognathus",NA,"Acheilognathidae","Cypriniformes","Actinopteri","Osteichthyes"
"61167","Acheilognathus elongatoides","Acheilognathus",NA,"Acheilognathidae","Cypriniformes","Actinopteri","Osteichthyes"
"9525","Acheilognathus elongatus","Acheilognathus",NA,"Acheilognathidae","Cypriniformes","Actinopteri","Osteichthyes"
"62798","Acheilognathus fasciodorsalis","Acheilognathus",NA,"Acheilognathidae","Cypriniformes","Actinopteri","Osteichthyes"
"54711","Acheilognathus gracilis","Acheilognathus",NA,"Acheilognathidae","Cypriniformes","Actinopteri","Osteichthyes"
"25606","Acheilognathus hondae","Acheilognathus",NA,"Acheilognathidae","Cypriniformes","Actinopteri","Osteichthyes"
"55893","Acheilognathus hypselonotus","Acheilognathus",NA,"Acheilognathidae","Cypriniformes","Actinopteri","Osteichthyes"
"55887","Acheilognathus imberbis","Acheilognathus",NA,"Acheilognathidae","Cypriniformes","Actinopteri","Osteichthyes"
"62799","Acheilognathus imfasciodorsalis","Acheilognathus",NA,"Acheilognathidae","Cypriniformes","Actinopteri","Osteichthyes"
"66125","Acheilognathus intermedia","Acheilognathus",NA,"Acheilognathidae","Cypriniformes","Actinopteri","Osteichthyes"
"61168","Acheilognathus kyphus","Acheilognathus",NA,"Acheilognathidae","Cypriniformes","Actinopteri","Osteichthyes"
"55149","Acheilognathus longibarbatus","Acheilognathus",NA,"Acheilognathidae","Cypriniformes","Actinopteri","Osteichthyes"
"9528","Acheilognathus longipinnis","Acheilognathus",NA,"Acheilognathidae","Cypriniformes","Actinopteri","Osteichthyes"
"58200","Acheilognathus macromandibularis","Acheilognathus",NA,"Acheilognathidae","Cypriniformes","Actinopteri","Osteichthyes"
"54380","Acheilognathus macropterus","Acheilognathus",NA,"Acheilognathidae","Cypriniformes","Actinopteri","Osteichthyes"
"59969","Acheilognathus majusculus","Acheilognathus",NA,"Acheilognathidae","Cypriniformes","Actinopteri","Osteichthyes"
"25817","Acheilognathus melanogaster","Acheilognathus",NA,"Acheilognathidae","Cypriniformes","Actinopteri","Osteichthyes"
"56321","Acheilognathus meridianus","Acheilognathus",NA,"Acheilognathidae","Cypriniformes","Actinopteri","Osteichthyes"
"56320","Acheilognathus microphysa","Acheilognathus",NA,"Acheilognathidae","Cypriniformes","Actinopteri","Osteichthyes"
"67550","Acheilognathus nguyenvanhaoi","Acheilognathus",NA,"Acheilognathidae","Cypriniformes","Actinopteri","Osteichthyes"
"55890","Acheilognathus omeiensis","Acheilognathus",NA,"Acheilognathidae","Cypriniformes","Actinopteri","Osteichthyes"
"61918","Acheilognathus peihoensis","Acheilognathus",NA,"Acheilognathidae","Cypriniformes","Actinopteri","Osteichthyes"
"55892","Acheilognathus polylepis","Acheilognathus",NA,"Acheilognathidae","Cypriniformes","Actinopteri","Osteichthyes"
"55148","Acheilognathus polyspinus","Acheilognathus",NA,"Acheilognathidae","Cypriniformes","Actinopteri","Osteichthyes"
"22891","Acheilognathus rhombeus","Acheilognathus",NA,"Acheilognathidae","Cypriniformes","Actinopteri","Osteichthyes"
"65458","Acheilognathus striatus","Acheilognathus",NA,"Acheilognathidae","Cypriniformes","Actinopteri","Osteichthyes"
"22892","Acheilognathus tabira","Acheilognathus",NA,"Acheilognathidae","Cypriniformes","Actinopteri","Osteichthyes"
"61857","Acheilognathus taenianalis","Acheilognathus",NA,"Acheilognathidae","Cypriniformes","Actinopteri","Osteichthyes"
"54709","Acheilognathus tonkinensis","Acheilognathus",NA,"Acheilognathidae","Cypriniformes","Actinopteri","Osteichthyes"
"22897","Acheilognathus typus","Acheilognathus",NA,"Acheilognathidae","Cypriniformes","Actinopteri","Osteichthyes"
"25607","Acheilognathus yamatsutae","Acheilognathus",NA,"Acheilognathidae","Cypriniformes","Actinopteri","Osteichthyes"
"25162","Achiroides leucorhynchos","Achiroides",NA,"Soleidae","Pleuronectiformes","Actinopteri","Osteichthyes"
"25164","Achiroides melanorhynchus","Achiroides",NA,"Soleidae","Pleuronectiformes","Actinopteri","Osteichthyes"
"7119","Achiropsetta tricholepis","Achiropsetta",NA,"Achiropsettidae","Pleuronectiformes","Actinopteri","Osteichthyes"
"7572","Achirus achirus","Achirus",NA,"Achiridae","Pleuronectiformes","Actinopteri","Osteichthyes"
"52941","Achirus declivis","Achirus",NA,"Achiridae","Pleuronectiformes","Actinopteri","Osteichthyes"
"13429","Achirus klunzingeri","Achirus",NA,"Achiridae","Pleuronectiformes","Actinopteri","Osteichthyes"
"4256","Achirus lineatus","Achirus",NA,"Achiridae","Pleuronectiformes","Actinopteri","Osteichthyes"
"10429","Achirus mazatlanus","Achirus",NA,"Achiridae","Pleuronectiformes","Actinopteri","Osteichthyes"
"64929","Achirus mucuri","Achirus",NA,"Achiridae","Pleuronectiformes","Actinopteri","Osteichthyes"
"57101","Achirus novoae","Achirus",NA,"Achiridae","Pleuronectiformes","Actinopteri","Osteichthyes"
"13434","Achirus scutum","Achirus",NA,"Achiridae","Pleuronectiformes","Actinopteri","Osteichthyes"
"52950","Achirus zebrinus","Achirus",NA,"Achiridae","Pleuronectiformes","Actinopteri","Osteichthyes"
"14420","Achoerodus gouldii","Achoerodus",NA,"Labridae","Eupercaria/misc","Actinopteri","Osteichthyes"
"50808","Achoerodus viridis","Achoerodus",NA,"Labridae","Eupercaria/misc","Actinopteri","Osteichthyes"
"23608","Achondrostoma arcasii","Achondrostoma","Leuciscinae","Leuciscidae","Cypriniformes","Actinopteri","Osteichthyes"
"62633","Achondrostoma occidentale","Achondrostoma","Leuciscinae","Leuciscidae","Cypriniformes","Actinopteri","Osteichthyes"
"23609","Achondrostoma oligolepis","Achondrostoma","Leuciscinae","Leuciscidae","Cypriniformes","Actinopteri","Osteichthyes"
"63837","Achondrostoma salmantinum","Achondrostoma","Leuciscinae","Leuciscidae","Cypriniformes","Actinopteri","Osteichthyes"
"56582","Acinocheirodon melanogramma","Acinocheirodon","Cheirodontinae","Characidae","Characiformes","Actinopteri","Osteichthyes"
"4683","Acipenser baerii","Acipenser","Acipenserinae","Acipenseridae","Acipenseriformes","Actinopteri","Osteichthyes"
"2590","Acipenser brevirostrum","Acipenser","Acipenserinae","Acipenseridae","Acipenseriformes","Actinopteri","Osteichthyes"
"8737","Acipenser dabryanus","Acipenser","Acipenserinae","Acipenseridae","Acipenseriformes","Actinopteri","Osteichthyes"
"2591","Acipenser fulvescens","Acipenser","Acipenserinae","Acipenseridae","Acipenseriformes","Actinopteri","Osteichthyes"
"4712","Acipenser gueldenstaedtii","Acipenser","Acipenserinae","Acipenseridae","Acipenseriformes","Actinopteri","Osteichthyes"
"2592","Acipenser medirostris","Acipenser","Acipenserinae","Acipenseridae","Acipenseriformes","Actinopteri","Osteichthyes"
"9762","Acipenser mikadoi","Acipenser","Acipenserinae","Acipenseridae","Acipenseriformes","Actinopteri","Osteichthyes"
"2504","Acipenser naccarii","Acipenser","Acipenserinae","Acipenseridae","Acipenseriformes","Actinopteri","Osteichthyes"
"2505","Acipenser nudiventris","Acipenser","Acipenserinae","Acipenseridae","Acipenseriformes","Actinopteri","Osteichthyes"
"2593","Acipenser oxyrinchus","Acipenser","Acipenserinae","Acipenseridae","Acipenseriformes","Actinopteri","Osteichthyes"
"9763","Acipenser persicus","Acipenser","Acipenserinae","Acipenseridae","Acipenseriformes","Actinopteri","Osteichthyes"
"4604","Acipenser ruthenus","Acipenser","Acipenserinae","Acipenseridae","Acipenseriformes","Actinopteri","Osteichthyes"
"6085","Acipenser schrenckii","Acipenser","Acipenserinae","Acipenseridae","Acipenseriformes","Actinopteri","Osteichthyes"
"8762","Acipenser sinensis","Acipenser","Acipenserinae","Acipenseridae","Acipenseriformes","Actinopteri","Osteichthyes"
"2065","Acipenser stellatus","Acipenser","Acipenserinae","Acipenseridae","Acipenseriformes","Actinopteri","Osteichthyes"
"2066","Acipenser sturio","Acipenser","Acipenserinae","Acipenseridae","Acipenseriformes","Actinopteri","Osteichthyes"
NA,NA,NA,NA,NA,NA,NA,NA
"2594","Acipenser transmontanus","Acipenser","Acipenserinae","Acipenseridae","Acipenseriformes","Actinopteri","Osteichthyes"
"26526","Acnodon normani","Acnodon","Myleinae","Serrasalmidae","Characiformes","Actinopteri","Osteichthyes"
"28029","Acnodon oligacanthus","Acnodon","Myleinae","Serrasalmidae","Characiformes","Actinopteri","Osteichthyes"
"52504","Acnodon senai","Acnodon","Myleinae","Serrasalmidae","Characiformes","Actinopteri","Osteichthyes"
"24250","Acreichthys hajam","Acreichthys",NA,"Monacanthidae","Tetraodontiformes","Actinopteri","Osteichthyes"
